SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
301	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.2561320365	0.0	-	-	-	YES	BioGRID ORCS
302	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.13677746082	0.0	-	-	-	YES	BioGRID ORCS
303	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.05563368827	0.0	-	-	-	YES	BioGRID ORCS
304	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.951672117324	0.00414	-	-	-	YES	BioGRID ORCS
305	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.855887478138	0.00106	-	-	-	YES	BioGRID ORCS
306	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.825458890005	0.0	-	-	-	YES	BioGRID ORCS
307	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.928033557309	0.0	-	-	-	YES	BioGRID ORCS
308	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.95274201915	0.0	-	-	-	YES	BioGRID ORCS
309	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.823485126198	0.00114	-	-	-	YES	BioGRID ORCS
310	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.960825011851	0.0	-	-	-	YES	BioGRID ORCS
311	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.01103568074	0.0	-	-	-	YES	BioGRID ORCS
312	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.12386635397	0.0	-	-	-	YES	BioGRID ORCS
313	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.12831233239	0.0	-	-	-	YES	BioGRID ORCS
314	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.08243448587	0.0	-	-	-	YES	BioGRID ORCS
315	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.848096710258	0.0	-	-	-	YES	BioGRID ORCS
316	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.828397457535	0.0	-	-	-	YES	BioGRID ORCS
317	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.80009345682	0.0	-	-	-	YES	BioGRID ORCS
318	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.815762581474	0.0	-	-	-	YES	BioGRID ORCS
319	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.10898118528	0.0	-	-	-	YES	BioGRID ORCS
320	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.971973629237	0.0	-	-	-	YES	BioGRID ORCS
321	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.06678801408	0.0	-	-	-	YES	BioGRID ORCS
322	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.976094733511	0.0	-	-	-	YES	BioGRID ORCS
323	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.834586210817	0.00133	-	-	-	YES	BioGRID ORCS
324	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.892386534941	0.0	-	-	-	YES	BioGRID ORCS
325	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.00909134453	0.0	-	-	-	YES	BioGRID ORCS
326	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.15938166213	0.0	-	-	-	YES	BioGRID ORCS
327	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.788450427177	0.0	-	-	-	YES	BioGRID ORCS
328	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.920874470899	0.00293	-	-	-	YES	BioGRID ORCS
329	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.796422073123	0.0103	-	-	-	YES	BioGRID ORCS
330	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.770172661577	0.0	-	-	-	YES	BioGRID ORCS
331	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.906739536235	0.00373	-	-	-	YES	BioGRID ORCS
332	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.03127000799	0.0	-	-	-	YES	BioGRID ORCS
333	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.72217050688	0.00724	-	-	-	YES	BioGRID ORCS
334	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.844621703911	0.0	-	-	-	YES	BioGRID ORCS
335	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.07423186331	0.0	-	-	-	YES	BioGRID ORCS
336	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.17618004141	0.0	-	-	-	YES	BioGRID ORCS
337	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.10281981455	0.0	-	-	-	YES	BioGRID ORCS
338	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.15921546814	0.0	-	-	-	YES	BioGRID ORCS
339	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.912240569415	0.0	-	-	-	YES	BioGRID ORCS
340	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.840822824962	0.0	-	-	-	YES	BioGRID ORCS
341	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.948111101522	0.0	-	-	-	YES	BioGRID ORCS
342	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.19125808209	0.0	-	-	-	YES	BioGRID ORCS
343	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.06369589727	0.0	-	-	-	YES	BioGRID ORCS
346	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.12686240398	0.0	-	-	-	YES	BioGRID ORCS
347	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.857005279641	0.00163	-	-	-	YES	BioGRID ORCS
348	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.909973403704	0.0	-	-	-	YES	BioGRID ORCS
349	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.93776163169	0.0	-	-	-	YES	BioGRID ORCS
350	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.08511028462	0.0	-	-	-	YES	BioGRID ORCS
351	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.961462916274	0.00238	-	-	-	YES	BioGRID ORCS
352	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.991857765624	0.0	-	-	-	YES	BioGRID ORCS
353	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.17121307918	0.0	-	-	-	YES	BioGRID ORCS
354	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.483374532683	0.0185	-	-	-	YES	BioGRID ORCS
355	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.29028042264	0.0	-	-	-	YES	BioGRID ORCS
356	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.14251712807	0.0	-	-	-	YES	BioGRID ORCS
357	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.00131328357	0.0	-	-	-	YES	BioGRID ORCS
358	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.848807584703	0.00243	-	-	-	YES	BioGRID ORCS
359	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.963418055676	0.0	-	-	-	YES	BioGRID ORCS
360	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.898167830999	0.0	-	-	-	YES	BioGRID ORCS
361	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.851596394123	0.00689	-	-	-	YES	BioGRID ORCS
362	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.01928836521	0.0	-	-	-	YES	BioGRID ORCS
363	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.984509221961	0.00218	-	-	-	YES	BioGRID ORCS
364	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.758350826114	0.00279	-	-	-	YES	BioGRID ORCS
365	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.910625735151	0.0	-	-	-	YES	BioGRID ORCS
366	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.708210948917	0.00255	-	-	-	YES	BioGRID ORCS
367	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.972396795357	0.0	-	-	-	YES	BioGRID ORCS
368	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.11698910326	0.0	-	-	-	YES	BioGRID ORCS
369	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.05311626142	0.0	-	-	-	YES	BioGRID ORCS
370	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.848880407046	0.00324	-	-	-	YES	BioGRID ORCS
371	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	4.24e-06	5.01e-05	0.006051	-	-	YES	BioGRID ORCS
372	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.07719933704	0.0	-	-	-	YES	BioGRID ORCS
373	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.923187816469	0.0	-	-	-	YES	BioGRID ORCS
374	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.777935577554	0.0164	-	-	-	YES	BioGRID ORCS
375	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.987127167936	0.00239	-	-	-	YES	BioGRID ORCS
376	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.957556336737	0.0	-	-	-	YES	BioGRID ORCS
377	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.8433439448	0.0	-	-	-	YES	BioGRID ORCS
378	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.927689926287	0.0	-	-	-	YES	BioGRID ORCS
379	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.932854398221	0.0	-	-	-	YES	BioGRID ORCS
380	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.835265770162	0.00705	-	-	-	YES	BioGRID ORCS
381	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.873257762159	0.00154	-	-	-	YES	BioGRID ORCS
382	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.23195552228	0.0	-	-	-	YES	BioGRID ORCS
383	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.02249024699	0.0	-	-	-	YES	BioGRID ORCS
384	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.04952200266	0.0	-	-	-	YES	BioGRID ORCS
385	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.00038725597	0.0	-	-	-	YES	BioGRID ORCS
386	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.05118382662	0.0	-	-	-	YES	BioGRID ORCS
387	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.820184342107	0.0013	-	-	-	YES	BioGRID ORCS
388	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.22507457933	0.0	-	-	-	YES	BioGRID ORCS
389	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.971280814783	0.00113	-	-	-	YES	BioGRID ORCS
390	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.929356968724	0.0	-	-	-	YES	BioGRID ORCS
391	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.873969421188	0.0	-	-	-	YES	BioGRID ORCS
392	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.15022453831	0.0	-	-	-	YES	BioGRID ORCS
393	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.986164113081	0.0	-	-	-	YES	BioGRID ORCS
394	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.09142726186	0.0	-	-	-	YES	BioGRID ORCS
395	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.889593858528	0.0	-	-	-	YES	BioGRID ORCS
396	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.927682372339	0.00391	-	-	-	YES	BioGRID ORCS
397	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.23536212772	0.0	-	-	-	YES	BioGRID ORCS
398	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.947328350242	0.0	-	-	-	YES	BioGRID ORCS
399	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.996900811087	0.0	-	-	-	YES	BioGRID ORCS
400	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.25019464391	0.0	-	-	-	YES	BioGRID ORCS
401	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.935843121008	0.00566	-	-	-	YES	BioGRID ORCS
402	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.961662629158	0.0	-	-	-	YES	BioGRID ORCS
403	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.938891597645	0.0	-	-	-	YES	BioGRID ORCS
404	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.838491166159	0.0	-	-	-	YES	BioGRID ORCS
405	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	0.119	-	-	-	-	NO	BioGRID ORCS
406	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.958368081822	0.0	-	-	-	YES	BioGRID ORCS
407	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.21321279442	0.0	-	-	-	YES	BioGRID ORCS
408	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.851693232065	0.0	-	-	-	YES	BioGRID ORCS
409	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.996900571383	0.00118	-	-	-	YES	BioGRID ORCS
410	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.847152779457	0.0	-	-	-	YES	BioGRID ORCS
411	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.05202941309	0.0	-	-	-	YES	BioGRID ORCS
412	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.940742345138	0.0	-	-	-	YES	BioGRID ORCS
413	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.09667275757	0.0	-	-	-	YES	BioGRID ORCS
414	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.01057772684	0.00324	-	-	-	YES	BioGRID ORCS
415	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.0090083347	0.0	-	-	-	YES	BioGRID ORCS
416	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.719953184133	0.00827	-	-	-	YES	BioGRID ORCS
418	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.638744807514	0.011	-	-	-	YES	BioGRID ORCS
419	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.982012893333	0.0	-	-	-	YES	BioGRID ORCS
420	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.05804396579	0.0	-	-	-	YES	BioGRID ORCS
421	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.0662774251	0.0	-	-	-	YES	BioGRID ORCS
422	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.06049747822	0.0	-	-	-	YES	BioGRID ORCS
423	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.02288186378	0.0	-	-	-	YES	BioGRID ORCS
424	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.06755022048	0.0	-	-	-	YES	BioGRID ORCS
425	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.963797845567	0.0	-	-	-	YES	BioGRID ORCS
426	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.14159373931	0.0	-	-	-	YES	BioGRID ORCS
427	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.01241654405	0.00166	-	-	-	YES	BioGRID ORCS
428	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.22228993992	0.0	-	-	-	YES	BioGRID ORCS
429	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.792086934429	0.0	-	-	-	YES	BioGRID ORCS
430	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.919379338663	0.00877	-	-	-	YES	BioGRID ORCS
431	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.854186042411	0.0	-	-	-	YES	BioGRID ORCS
432	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.10604892401	0.0	-	-	-	YES	BioGRID ORCS
433	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.1306443446	0.0	-	-	-	YES	BioGRID ORCS
434	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.2360674943	0.0	-	-	-	YES	BioGRID ORCS
435	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.696110419941	0.0114	-	-	-	YES	BioGRID ORCS
436	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.890099217071	0.0	-	-	-	YES	BioGRID ORCS
437	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.859790116742	0.0	-	-	-	YES	BioGRID ORCS
438	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.822832329238	0.0	-	-	-	YES	BioGRID ORCS
439	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.785711952846	0.0	-	-	-	YES	BioGRID ORCS
440	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.592798638199	0.0965	-	-	-	NO	BioGRID ORCS
441	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.784892553845	0.0	-	-	-	YES	BioGRID ORCS
442	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.770996674817	0.0	-	-	-	YES	BioGRID ORCS
443	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.763783754908	0.00152	-	-	-	YES	BioGRID ORCS
444	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.959573849777	0.0	-	-	-	YES	BioGRID ORCS
445	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.997050649299	0.0	-	-	-	YES	BioGRID ORCS
446	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.826250217108	0.00156	-	-	-	YES	BioGRID ORCS
447	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.929986620809	0.0	-	-	-	YES	BioGRID ORCS
448	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.900128513341	0.0	-	-	-	YES	BioGRID ORCS
449	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.05188710775	0.0	-	-	-	YES	BioGRID ORCS
450	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.712690487137	0.00937	-	-	-	YES	BioGRID ORCS
451	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.01752801517	0.0	-	-	-	YES	BioGRID ORCS
452	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.29671238415	0.0	-	-	-	YES	BioGRID ORCS
453	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.934019328572	0.0	-	-	-	YES	BioGRID ORCS
454	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.21160552355	0.0	-	-	-	YES	BioGRID ORCS
455	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.976701248205	0.0	-	-	-	YES	BioGRID ORCS
456	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.08878718935	0.0	-	-	-	YES	BioGRID ORCS
457	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.998971872497	0.0	-	-	-	YES	BioGRID ORCS
458	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.710182111453	0.0	-	-	-	YES	BioGRID ORCS
459	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.06737178027	0.00182	-	-	-	YES	BioGRID ORCS
460	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.971083717614	0.0	-	-	-	YES	BioGRID ORCS
461	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.974608184376	0.00112	-	-	-	YES	BioGRID ORCS
462	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.950890324343	0.0	-	-	-	YES	BioGRID ORCS
463	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.29850372432	0.0	-	-	-	YES	BioGRID ORCS
464	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.966310696305	0.0	-	-	-	YES	BioGRID ORCS
465	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.815377312768	0.0	-	-	-	YES	BioGRID ORCS
466	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.997415815088	0.0	-	-	-	YES	BioGRID ORCS
467	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.987738763703	0.0	-	-	-	YES	BioGRID ORCS
468	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.2578810907	0.0	-	-	-	YES	BioGRID ORCS
469	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.10644564157	0.0	-	-	-	YES	BioGRID ORCS
470	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.980034619369	0.0	-	-	-	YES	BioGRID ORCS
471	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.09424143984	0.0	-	-	-	YES	BioGRID ORCS
472	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.05907883458	0.0	-	-	-	YES	BioGRID ORCS
473	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.05777358716	0.0	-	-	-	YES	BioGRID ORCS
474	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.00387959623	0.0	-	-	-	YES	BioGRID ORCS
475	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.545131368191	0.0483	-	-	-	YES	BioGRID ORCS
476	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.679678384121	0.00217	-	-	-	YES	BioGRID ORCS
477	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.09193205712	0.0	-	-	-	YES	BioGRID ORCS
478	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-1.28822864675	0.0	-	-	-	YES	BioGRID ORCS
479	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.740935856989	0.00246	-	-	-	YES	BioGRID ORCS
480	1434	ENTREZ_GENE	CSE1L	CAS|CSE1|XPO2	9606	Homo sapiens	-0.771631191811	0.0285	-	-	-	YES	BioGRID ORCS
